"cycle","domain","aspiration","search_cost_per_option","optimizing_option","optimizing_adjusted_utility","optimizing_net_value","satisficing_option","satisficing_adjusted_utility","satisficing_net_value","satisficing_found","search_length","opportunity_loss","net_value_advantage","review_flag"
468,"Organizational Strategy",0.648551876747515,0.0342865160992369,12,0.678426732685587,0.266988539494744,12,0.678426732685587,0.266988539494744,TRUE,12,0,0,"review"
469,"Healthcare",0.808241480621509,0.0100581746012904,3,0.730739147442268,0.610041052226784,3,0.730739147442268,0.700564623638397,FALSE,3,0,0.0905235714116134,"review"
470,"Healthcare",0.769523817778099,0.0244239135156386,2,0.689810227407255,0.396723265219592,2,0.689810227407255,0.640962400375978,FALSE,2,0,0.244239135156386,"review"
471,"AI Governance",0.5647422101954,0.018482397722546,4,0.78499755021892,0.563208777548368,2,0.670074385038841,0.633109589593749,TRUE,2,0.11492316518008,0.0699008120453807,"acceptable"
472,"Financial Risk",0.693705560492817,0.0249669175106101,7,0.825155305533213,0.525552295405892,7,0.825155305533213,0.650386882958942,TRUE,7,0,0.12483458755305,"acceptable"
473,"Organizational Strategy",0.769881764941383,0.0140498245763592,1,0.777234522012592,0.608636627096281,1,0.777234522012592,0.763184697436233,TRUE,1,0,0.154548070339952,"acceptable"
474,"Infrastructure",0.573764917177614,0.0120080164400861,7,0.696040656364675,0.551944459083642,1,0.652939996472831,0.640931980032745,TRUE,1,0.0431006598918435,0.0889875209491032,"acceptable"
475,"Organizational Strategy",0.686189174612518,0.0108712973701768,7,0.893661007466934,0.763205439024812,1,0.726188549962311,0.715317252592135,TRUE,1,0.167472457504622,-0.0478881864326779,"acceptable"
476,"Infrastructure",0.607280598958023,0.0193134998693131,10,0.722365361384949,0.490603362953192,3,0.673436705920469,0.61549620631253,TRUE,3,0.0489286554644801,0.124892843359338,"acceptable"
477,"AI Governance",0.735171938561834,0.00868321773828939,1,0.783447948859145,0.679249335999672,1,0.783447948859145,0.774764731120855,TRUE,1,0,0.0955153951211832,"acceptable"
478,"AI Governance",0.808057691825088,0.00796492759836838,7,0.860501627535871,0.76492249635545,7,0.860501627535871,0.804747134347292,TRUE,7,0,0.0398246379918419,"acceptable"
479,"Public Policy",0.701053798710927,0.0162537079164758,3,0.718931053804467,0.523886558806757,3,0.718931053804467,0.67016993005504,TRUE,3,0,0.146283371248282,"acceptable"
480,"AI Governance",0.582947641271166,0.0151924480963498,6,0.674214766622905,0.491905389466707,4,0.658318104974737,0.597548312589338,TRUE,4,0.0158966616481675,0.105642923122631,"acceptable"
481,"Infrastructure",0.75352391688386,0.0295263331662864,7,0.747264199423891,0.392948201428455,7,0.747264199423891,0.540579867259886,FALSE,7,0,0.147631665831432,"review"
482,"Infrastructure",0.750397978359833,0.0270583508163691,11,0.765704268026383,0.441004058229954,11,0.765704268026383,0.468062409046323,TRUE,11,0,0.027058350816369,"review"
483,"Organizational Strategy",0.672013607893605,0.0251090463553555,9,0.69532213539563,0.394013579131364,9,0.69532213539563,0.46934071819743,TRUE,9,0,0.0753271390660666,"acceptable"
484,"Healthcare",0.791756190650631,0.015984225384891,9,0.895339186647907,0.703528482029214,9,0.895339186647907,0.751481158183887,TRUE,9,0,0.0479526761546731,"acceptable"
485,"Healthcare",0.810808120290749,0.0101597268274054,8,0.820257659837422,0.698340937908557,8,0.820257659837422,0.738979845218179,TRUE,8,0,0.0406389073096216,"acceptable"
486,"Organizational Strategy",0.818063939665444,0.0238289988646284,3,0.767049494488588,0.481101508113047,3,0.767049494488588,0.695562497894703,FALSE,3,0,0.214460989781655,"review"
487,"Infrastructure",0.645946794003248,0.0111705710296519,2,0.694598534714457,0.560551682358634,1,0.669714609984929,0.658544038955277,TRUE,1,0.0248839247295275,0.0979923565966435,"acceptable"
488,"Public Policy",0.687862538725603,0.0145973744406365,7,0.802113426463876,0.626944933176238,4,0.746602932899189,0.688213435136643,TRUE,4,0.0555104935646867,0.0612685019604051,"acceptable"
489,"Financial Risk",0.690791147614364,0.0237171099148691,2,0.61664662325685,0.332041304278421,2,0.61664662325685,0.569212403427112,FALSE,2,0,0.237171099148691,"review"
490,"Financial Risk",0.657910101800226,0.00563295816071332,4,0.82848372335385,0.76088822542529,4,0.82848372335385,0.805951890710997,TRUE,4,0,0.0450636652857065,"acceptable"
491,"AI Governance",0.588307415999006,0.0267711764411069,6,0.862331244116649,0.541077126823366,1,0.72185918486793,0.695088008426823,TRUE,1,0.140472059248719,0.154010881603457,"acceptable"
492,"Healthcare",0.7506320870528,0.0286302585992962,10,0.882589421989396,0.539026318797842,10,0.882589421989396,0.596286835996434,TRUE,10,0,0.0572605171985924,"acceptable"
493,"Infrastructure",0.799975513084792,0.0305808099382557,5,0.790890885057935,0.423921165798867,5,0.790890885057935,0.637986835366657,FALSE,5,0,0.21406566956779,"review"
494,"Public Policy",0.68564762718277,0.025495383052621,7,0.738732369466249,0.432787772834796,7,0.738732369466249,0.560264688097901,TRUE,7,0,0.127476915263105,"acceptable"
495,"Public Policy",0.742852761980612,0.0105150470952503,12,0.842589775202332,0.716409210059328,12,0.842589775202332,0.716409210059328,TRUE,12,0,0,"review"
496,"Public Policy",0.569769470759202,0.00745765557978302,9,0.859192115242452,0.769700248285056,1,0.748443319348552,0.740985663768769,TRUE,1,0.110748795893901,-0.0287145845162874,"acceptable"
497,"Financial Risk",0.781954085109755,0.00707549710059539,4,0.657113501415307,0.572207536208163,4,0.657113501415307,0.628811513012926,FALSE,4,0,0.0566039768047631,"review"
498,"Healthcare",0.708361493558623,0.0189647693908773,4,0.619496309990527,0.391919077299999,4,0.619496309990527,0.543637232427018,FALSE,4,0,0.151718155127019,"review"
499,"Public Policy",0.69625322187785,0.0256360485986806,4,0.846077174098665,0.538444590914497,4,0.846077174098665,0.743532979703942,TRUE,4,0,0.205088388789445,"acceptable"
500,"Infrastructure",0.703871021473315,0.0310222244425677,5,0.700743513203761,0.328476819892949,5,0.700743513203761,0.545632390990922,FALSE,5,0,0.217155571097974,"review"
