trial,scenario,expected_value_strategy,expected_value_payoff,expected_utility_strategy,expected_utility_payoff,subjective_expected_utility_strategy,subjective_expected_utility_payoff,robust_strategy,robust_payoff,satisficing_strategy,satisficing_payoff,noisy_expected_value_strategy,noisy_expected_value_payoff
608,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
609,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
610,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
611,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
612,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
613,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
614,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
615,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
616,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
617,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Defensive,54.0
618,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
619,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
620,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
621,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
622,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
623,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
624,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Defensive,62.0
625,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
626,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
627,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
628,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
629,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
630,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
631,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
632,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
633,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
634,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Defensive,62.0
635,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
636,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
637,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
638,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
639,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
640,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
641,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
642,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Defensive,44.0
643,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
644,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
645,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
646,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
647,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
648,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
649,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
650,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
651,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
652,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
653,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
654,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Defensive,58.0
655,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
656,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
657,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
658,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
659,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
660,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
661,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
662,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
663,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
664,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
665,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
666,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
667,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
668,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
669,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
670,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Defensive,44.0
671,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
672,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
673,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
674,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
675,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
676,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
677,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
678,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
679,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
680,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
681,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
682,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Defensive,62.0
683,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
684,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
685,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
686,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
687,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
688,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
689,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
690,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
691,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
692,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
693,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
694,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
695,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
696,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
697,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
698,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
699,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
700,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
701,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
702,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
703,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
704,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
705,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
706,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
707,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
708,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
709,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
710,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
711,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
712,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
713,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
714,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
715,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
716,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
717,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
718,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Defensive,54.0
719,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
720,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
721,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
722,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
723,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
724,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
725,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
726,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
727,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
728,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
729,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
730,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
731,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
732,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
733,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
734,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
735,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
736,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
737,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
738,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
739,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
740,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
741,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
742,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
743,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
744,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
745,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
746,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
747,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
748,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
749,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
750,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Defensive,62.0
751,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
752,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
753,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
754,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
755,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
756,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
757,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
758,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
759,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
760,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
761,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
762,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
763,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
764,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
765,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
766,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
767,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
768,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
769,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
770,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
771,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
772,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
773,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
774,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
775,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
776,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
777,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
778,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
779,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
780,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Defensive,62.0
781,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
782,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
783,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
784,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
785,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
786,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
787,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
788,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
789,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
790,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
791,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
792,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
793,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
794,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
795,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
796,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
797,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
798,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
799,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
800,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
801,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
802,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
803,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
804,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
805,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
806,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
807,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
808,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
809,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
810,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
